Unnamed: 0,event_id,subject_id,timestamp,session_index,plane,setup,task,block,trial_index,stim_number,stim_type,stim_country_ids,stim_sexes,stim_talker_ids,speaker_ids,stim_level,resp_number,is_correct,speaker_distance_mean,speaker_distance_st_dev,reaction_time,spectral_coverage
0,,sub_118,2024-07-26 14:14:19,3,distance,cathedral,numerosity_judgement,2,14,6,countries_forward,"['_Oman_', '_Congo_', '_Cuba_', '_Tonga_', '_Yemen_', '_Sudan_']","['m', 'f', 'f', 'f', 'f', 'm']","['p256', 'p268', 'p245', 'p248', 'p284', 'p307']","[10, 5, 7, 6, 0, 9]","[93.00003341222717, 90.34149293193902, 91.73820004985969, 91.58892582949886, 84.40078082039426, 92.00610777531934]",6.0,True,8.166666666666666,3.544949458972112,1.1858830451965332,0.7291680853478606
0,,sub_118,2024-07-26 14:14:23,3,distance,cathedral,numerosity_judgement,2,15,4,countries_forward,"['_Yemen_', '_Japan_', '_Britain_', '_Mali_']","['m', 'f', 'f', 'f']","['p256', 'p268', 'p248', 'p284']","[10, 1, 8, 5]","[93.00003341222717, 86.2038576498559, 92.0152836843556, 90.34149293193902]",5.0,False,8.0,3.915780041490243,1.9784576892852783,0.8076268300987403
0,,sub_118,2024-07-26 14:14:27,3,distance,cathedral,numerosity_judgement,2,16,5,countries_forward,"['_Syria_', '_Cuba_', '_Togo_', '_Tonga_', '_Oman_']","['f', 'f', 'm', 'f', 'm']","['p248', 'p268', 'p318', 'p245', 'p229']","[0, 3, 4, 6, 10]","[84.40078082039426, 89.14911522239515, 89.31368318402099, 91.58892582949886, 93.00003341222717]",4.0,False,6.6,3.714835124201342,2.124992609024048,0.696220633299285
0,,sub_118,2024-07-26 14:14:30,3,distance,cathedral,numerosity_judgement,2,17,3,countries_forward,"['_Belgium_', '_Japan_', '_Oman_']","['f', 'f', 'm']","['p284', 'p248', 'p256']","[9, 10, 3]","[92.00610777531934, 93.00003341222717, 89.14911522239515]",2.0,False,9.333333333333334,3.7859388972001824,1.6874547004699707,0.8871978209056861
0,,sub_118,2024-07-26 14:14:33,3,distance,cathedral,numerosity_judgement,2,18,2,countries_forward,"['_Syria_', '_Sudan_']","['f', 'f']","['p284', 'p248']","[7, 1]","[91.73820004985969, 86.2038576498559]",2.0,True,6.0,4.242640687119285,1.562394618988037,0.959652706843718
0,,sub_118,2024-07-26 14:14:37,3,distance,cathedral,numerosity_judgement,2,19,6,countries_forward,"['_Congo_', '_Tonga_', '_Mali_', '_Cuba_', '_Belgium_', '_Yemen_']","['m', 'f', 'f', 'm', 'f', 'f']","['p229', 'p245', 'p268', 'p307', 'p248', 'p284']","[9, 5, 4, 7, 6, 2]","[92.00610777531934, 90.34149293193902, 89.31368318402099, 91.73820004985969, 91.58892582949886, 87.57049330475357]",5.0,False,7.5,2.4289915602982237,1.6875107288360596,0.7404834865509022
0,,sub_118,2024-07-26 14:14:41,3,distance,cathedral,numerosity_judgement,2,20,5,countries_forward,"['_Belgium_', '_Peru_', '_Sudan_', '_Togo_', '_Congo_']","['m', 'm', 'f', 'm', 'm']","['p229', 'p256', 'p284', 'p307', 'p318']","[3, 2, 6, 0, 1]","[89.14911522239515, 87.57049330475357, 91.58892582949886, 84.40078082039426, 86.2038576498559]",4.0,False,4.4,2.302172886644267,2.1873929500579834,0.939972761321076
0,,sub_118,2024-07-26 14:14:45,3,distance,cathedral,numerosity_judgement,2,21,3,countries_forward,"['_Sudan_', '_Yemen_', '_Britain_']","['m', 'f', 'm']","['p307', 'p248', 'p318']","[9, 3, 7]","[92.00610777531934, 89.14911522239515, 91.73820004985969]",3.0,True,8.333333333333334,3.055050463303893,1.999946117401123,0.8337986607649529
0,,sub_118,2024-07-26 14:14:48,3,distance,cathedral,numerosity_judgement,2,22,4,countries_forward,"['_Mali_', '_Sudan_', '_Syria_', '_Togo_']","['f', 'm', 'f', 'f']","['p268', 'p318', 'p245', 'p284']","[1, 9, 0, 8]","[86.2038576498559, 92.00610777531934, 84.40078082039426, 92.0152836843556]",5.0,False,6.5,4.654746681256314,2.073538064956665,0.9453977982067868
0,,sub_118,2024-07-26 14:14:52,3,distance,cathedral,numerosity_judgement,2,23,6,countries_forward,"['_Yemen_', '_Peru_', '_Oman_', '_Tonga_', '_Togo_', '_Britain_']","['f', 'm', 'f', 'f', 'f', 'm']","['p245', 'p307', 'p284', 'p268', 'p248', 'p318']","[4, 10, 9, 5, 7, 1]","[89.31368318402099, 93.00003341222717, 92.00610777531934, 90.34149293193902, 91.73820004985969, 86.2038576498559]",6.0,True,8.0,3.3466401061363023,1.8124542236328125,0.8016116218363409
0,,sub_118,2024-07-26 14:14:56,3,distance,cathedral,numerosity_judgement,2,24,2,countries_forward,"['_Japan_', '_Oman_']","['m', 'm']","['p318', 'p229']","[4, 9]","[89.31368318402099, 92.00610777531934]",2.0,True,8.5,3.5355339059327378,1.9530928134918213,0.8386448757235274
0,,sub_118,2024-07-26 14:14:59,3,distance,cathedral,numerosity_judgement,2,25,3,countries_forward,"['_Oman_', '_Britain_', '_Yemen_']","['f', 'f', 'f']","['p268', 'p248', 'p284']","[6, 1, 7]","[91.58892582949886, 86.2038576498559, 91.73820004985969]",2.0,False,6.666666666666667,3.2145502536643185,1.9374916553497312,0.8142435591873795
0,,sub_118,2024-07-26 14:15:03,3,distance,cathedral,numerosity_judgement,2,26,2,countries_forward,"['_Yemen_', '_Peru_']","['f', 'm']","['p245', 'p318']","[7, 8]","[91.73820004985969, 92.0152836843556]",2.0,True,9.5,0.7071067811865476,2.0936923027038574,0.6986834638520032
0,,sub_118,2024-07-26 14:15:07,3,distance,cathedral,numerosity_judgement,2,27,5,countries_forward,"['_Oman_', '_Peru_', '_Congo_', '_Britain_', '_Togo_']","['m', 'm', 'f', 'm', 'f']","['p229', 'p256', 'p248', 'p318', 'p268']","[6, 2, 10, 4, 9]","[91.58892582949886, 87.57049330475357, 93.00003341222717, 89.31368318402099, 92.00610777531934]",3.0,False,8.2,3.3466401061363023,2.187441110610962,0.7160821700147543
0,,sub_118,2024-07-26 14:15:11,3,distance,cathedral,numerosity_judgement,2,28,6,countries_forward,"['_Yemen_', '_Tonga_', '_Mali_', '_Cuba_', '_Togo_', '_Congo_']","['m', 'f', 'f', 'm', 'm', 'f']","['p318', 'p268', 'p248', 'p307', 'p256', 'p245']","[5, 3, 10, 7, 2, 4]","[90.34149293193902, 89.14911522239515, 93.00003341222717, 91.73820004985969, 87.57049330475357, 89.31368318402099]",4.0,False,7.166666666666667,2.9268868558020253,2.062443256378174,0.6946544092611509
0,,sub_118,2024-07-26 14:15:15,3,distance,cathedral,numerosity_judgement,2,29,4,countries_forward,"['_Cuba_', '_Mali_', '_Japan_', '_Togo_']","['m', 'm', 'm', 'f']","['p256', 'p229', 'p307', 'p248']","[5, 1, 8, 0]","[90.34149293193902, 86.2038576498559, 92.0152836843556, 84.40078082039426]",4.0,True,5.5,3.696845502136472,2.124943256378174,0.8597094540914766
0,,sub_118,2024-07-26 14:15:19,3,distance,cathedral,numerosity_judgement,2,30,5,countries_forward,"['_Tonga_', '_Cuba_', '_Yemen_', '_Sudan_', '_Mali_']","['f', 'f', 'm', 'm', 'f']","['p268', 'p245', 'p307', 'p318', 'p248']","[1, 2, 5, 10, 8]","[86.2038576498559, 87.57049330475357, 90.34149293193902, 93.00003341222717, 92.0152836843556]",5.0,True,7.2,3.8340579025361623,1.9374210834503176,0.9257065032345932
0,,sub_118,2024-07-26 14:15:22,3,distance,cathedral,numerosity_judgement,2,31,4,countries_forward,"['_Belgium_', '_Mali_', '_Sudan_', '_Tonga_']","['f', 'f', 'm', 'm']","['p284', 'p245', 'p256', 'p318']","[1, 8, 7, 0]","[86.2038576498559, 92.0152836843556, 91.73820004985969, 84.40078082039426]",4.0,True,6.0,4.08248290463863,1.6874568462371826,0.8769038701622971
0,,sub_118,2024-07-26 14:15:26,3,distance,cathedral,numerosity_judgement,2,32,6,countries_forward,"['_Britain_', '_Syria_', '_Cuba_', '_Oman_', '_Peru_', '_Japan_']","['f', 'm', 'm', 'm', 'f', 'f']","['p245', 'p256', 'p307', 'p229', 'p248', 'p268']","[5, 3, 10, 0, 1, 7]","[90.34149293193902, 89.14911522239515, 93.00003341222717, 84.40078082039426, 86.2038576498559, 91.73820004985969]",6.0,True,6.333333333333333,3.777124126457412,1.9374747276306152,0.8217341958914992
0,,sub_118,2024-07-26 14:15:30,3,distance,cathedral,numerosity_judgement,2,33,3,countries_forward,"['_Mali_', '_Congo_', '_Japan_']","['f', 'm', 'f']","['p268', 'p229', 'p248']","[3, 9, 2]","[89.14911522239515, 92.00610777531934, 87.57049330475357]",4.0,False,6.666666666666667,3.7859388972001824,1.999948024749756,0.8742027011689933
0,,sub_118,2024-07-26 14:15:33,3,distance,cathedral,numerosity_judgement,2,34,2,countries_forward,"['_Yemen_', '_Tonga_']","['m', 'f']","['p256', 'p248']","[7, 9]","[91.73820004985969, 92.00610777531934]",2.0,True,10.0,1.4142135623730951,1.687455415725708,0.7640449438202247
0,,sub_118,2024-07-26 14:15:37,3,distance,cathedral,numerosity_judgement,2,35,3,countries_forward,"['_Yemen_', '_Oman_', '_Britain_']","['m', 'm', 'f']","['p229', 'p307', 'p245']","[3, 8, 7]","[89.14911522239515, 92.0152836843556, 91.73820004985969]",2.0,False,8.0,2.6457513110645907,2.374936103820801,0.6654295766655317
0,,sub_118,2024-07-26 14:15:40,3,distance,cathedral,numerosity_judgement,2,36,5,countries_forward,"['_Britain_', '_Togo_', '_Congo_', '_Oman_', '_Belgium_']","['f', 'm', 'f', 'f', 'm']","['p245', 'p256', 'p284', 'p248', 'p229']","[7, 2, 3, 4, 6]","[91.73820004985969, 87.57049330475357, 89.14911522239515, 89.31368318402099, 91.58892582949886]",4.0,False,6.4,2.073644135332772,1.624956130981445,0.8986834638520032
0,,sub_118,2024-07-26 14:15:44,3,distance,cathedral,numerosity_judgement,2,37,6,countries_forward,"['_Oman_', '_Belgium_', '_Congo_', '_Peru_', '_Togo_', '_Yemen_']","['f', 'm', 'm', 'f', 'f', 'f']","['p268', 'p229', 'p256', 'p245', 'p284', 'p248']","[8, 10, 5, 4, 6, 2]","[92.0152836843556, 93.00003341222717, 90.34149293193902, 89.31368318402099, 91.58892582949886, 87.57049330475357]",6.0,True,7.833333333333333,2.857738033247041,1.6874549388885498,0.8781636590625355
0,,sub_118,2024-07-26 14:15:48,3,distance,cathedral,numerosity_judgement,2,38,4,countries_forward,"['_Congo_', '_Mali_', '_Japan_', '_Belgium_']","['m', 'f', 'f', 'm']","['p318', 'p245', 'p248', 'p307']","[1, 2, 0, 3]","[86.2038576498559, 87.57049330475357, 84.40078082039426, 89.14911522239515]",3.0,False,3.5,1.2909944487358056,2.6248667240142822,0.9093405969810464
0,,sub_118,2024-07-26 14:15:51,3,distance,cathedral,numerosity_judgement,2,39,2,countries_forward,"['_Oman_', '_Cuba_']","['m', 'f']","['p307', 'p245']","[5, 4]","[90.34149293193902, 89.31368318402099]",2.0,True,6.5,0.7071067811865476,1.562431573867798,0.6801611621836341
0,,sub_118,2024-07-26 14:15:55,3,distance,cathedral,numerosity_judgement,2,40,4,countries_forward,"['_Yemen_', '_Japan_', '_Oman_', '_Cuba_']","['f', 'f', 'f', 'm']","['p268', 'p248', 'p284', 'p307']","[8, 6, 9, 5]","[92.0152836843556, 91.58892582949886, 92.00610777531934, 90.34149293193902]",3.0,False,9.0,1.8257418583505536,1.812451124191284,0.7208716377255703
0,,sub_118,2024-07-26 14:15:59,3,distance,cathedral,numerosity_judgement,2,41,6,countries_forward,"['_Sudan_', '_Tonga_', '_Congo_', '_Mali_', '_Syria_', '_Togo_']","['m', 'm', 'm', 'f', 'f', 'f']","['p229', 'p307', 'p318', 'p284', 'p268', 'p248']","[6, 8, 5, 9, 0, 7]","[91.58892582949886, 92.0152836843556, 90.34149293193902, 92.00610777531934, 84.40078082039426, 91.73820004985969]",6.0,True,7.833333333333333,3.1885210782848317,1.874921798706055,0.9515491998638066
0,,sub_118,2024-07-26 14:16:02,3,distance,cathedral,numerosity_judgement,2,42,3,countries_forward,"['_Britain_', '_Tonga_', '_Yemen_']","['m', 'f', 'f']","['p307', 'p248', 'p284']","[9, 5, 2]","[92.00610777531934, 90.34149293193902, 87.57049330475357]",3.0,True,7.333333333333333,3.5118845842842465,1.7499449253082275,0.773351492452616
0,,sub_118,2024-07-26 14:16:05,3,distance,cathedral,numerosity_judgement,2,43,2,countries_forward,"['_Britain_', '_Oman_']","['m', 'f']","['p307', 'p268']","[10, 7]","[93.00003341222717, 91.73820004985969]",3.0,False,10.5,2.1213203435596424,1.749932050704956,0.6459085234366133
0,,sub_118,2024-07-26 14:16:09,3,distance,cathedral,numerosity_judgement,2,44,5,countries_forward,"['_Mali_', '_Congo_', '_Belgium_', '_Yemen_', '_Britain_']","['f', 'f', 'f', 'm', 'm']","['p268', 'p248', 'p284', 'p229', 'p256']","[7, 6, 9, 4, 8]","[91.73820004985969, 91.58892582949886, 92.00610777531934, 89.31368318402099, 92.0152836843556]",5.0,True,8.8,1.9235384061671343,1.8124284744262695,0.8271592327772103
0,,sub_118,2024-07-26 14:16:12,3,distance,cathedral,numerosity_judgement,2,45,2,countries_forward,"['_Sudan_', '_Oman_']","['f', 'm']","['p284', 'p318']","[0, 10]","[84.40078082039426, 93.00003341222717]",2.0,True,7.0,7.0710678118654755,1.8124284744262695,0.881886278515492
0,,sub_118,2024-07-26 14:16:18,3,distance,cathedral,numerosity_judgement,2,46,5,countries_forward,"['_Belgium_', '_Britain_', '_Togo_', '_Congo_', '_Tonga_']","['m', 'f', 'm', 'f', 'f']","['p256', 'p284', 'p229', 'p245', 'p248']","[5, 1, 2, 8, 6]","[90.34149293193902, 86.2038576498559, 87.57049330475357, 92.0152836843556, 91.58892582949886]",5.0,True,6.4,2.8809720581775866,3.999844074249267,0.8706162751106571
0,,sub_118,2024-07-26 14:16:22,3,distance,cathedral,numerosity_judgement,2,47,3,countries_forward,"['_Yemen_', '_Mali_', '_Cuba_']","['m', 'm', 'f']","['p256', 'p229', 'p268']","[6, 4, 8]","[91.58892582949886, 89.31368318402099, 92.0152836843556]",3.0,True,8.0,2.0,2.6873953342437744,0.686789240721825
0,,sub_118,2024-07-26 14:16:27,3,distance,cathedral,numerosity_judgement,2,48,6,countries_forward,"['_Oman_', '_Yemen_', '_Congo_', '_Japan_', '_Togo_', '_Tonga_']","['m', 'm', 'f', 'f', 'm', 'm']","['p318', 'p256', 'p284', 'p268', 'p307', 'p229']","[9, 10, 1, 5, 3, 0]","[92.00610777531934, 93.00003341222717, 86.2038576498559, 90.34149293193902, 89.14911522239515, 84.40078082039426]",5.0,False,6.666666666666667,4.131182235954578,2.1874217987060547,0.7710135058449665
0,,sub_118,2024-07-26 14:16:32,3,distance,cathedral,numerosity_judgement,2,49,4,countries_forward,"['_Oman_', '_Tonga_', '_Togo_', '_Yemen_']","['m', 'f', 'f', 'm']","['p229', 'p245', 'p284', 'p318']","[5, 3, 2, 8]","[90.34149293193902, 89.14911522239515, 87.57049330475357, 92.0152836843556]",4.0,True,6.5,2.6457513110645907,3.74985408782959,0.7899443876971967
0,,sub_118,2024-07-26 14:16:36,3,distance,cathedral,numerosity_judgement,2,50,5,countries_forward,"['_Yemen_', '_Japan_', '_Britain_', '_Peru_', '_Congo_']","['f', 'f', 'm', 'm', 'm']","['p268', 'p245', 'p307', 'p318', 'p256']","[9, 10, 3, 2, 5]","[92.00610777531934, 93.00003341222717, 89.14911522239515, 87.57049330475357, 90.34149293193902]",5.0,True,7.8,3.5637059362410923,2.0624196529388428,0.8429690160027239
0,,sub_118,2024-07-26 14:16:42,3,distance,cathedral,numerosity_judgement,2,51,4,countries_forward,"['_Cuba_', '_Yemen_', '_Congo_', '_Oman_']","['m', 'f', 'f', 'f']","['p307', 'p268', 'p245', 'p248']","[7, 8, 4, 3]","[91.73820004985969, 92.0152836843556, 89.31368318402099, 89.14911522239515]",4.0,True,7.5,2.3804761428476167,3.6874170303344727,0.629043241402792
0,,sub_118,2024-07-26 14:16:45,3,distance,cathedral,numerosity_judgement,2,52,3,countries_forward,"['_Tonga_', '_Peru_', '_Yemen_']","['f', 'm', 'f']","['p245', 'p318', 'p268']","[5, 7, 6]","[90.34149293193902, 91.73820004985969, 91.58892582949886]",3.0,True,8.0,1.0,1.874927043914795,0.6370332538871865
0,,sub_118,2024-07-26 14:16:51,3,distance,cathedral,numerosity_judgement,2,53,6,countries_forward,"['_Syria_', '_Japan_', '_Togo_', '_Belgium_', '_Yemen_', '_Peru_']","['m', 'm', 'f', 'm', 'f', 'm']","['p307', 'p229', 'p284', 'p256', 'p248', 'p318']","[5, 2, 9, 8, 10, 0]","[90.34149293193902, 87.57049330475357, 92.00610777531934, 92.0152836843556, 93.00003341222717, 84.40078082039426]",5.0,False,7.666666666666667,4.033195589934446,3.4998629093170166,0.9031778458744752
0,,sub_118,2024-07-26 14:16:54,3,distance,cathedral,numerosity_judgement,2,54,2,countries_forward,"['_Cuba_', '_Oman_']","['m', 'f']","['p307', 'p268']","[2, 1]","[87.57049330475357, 86.2038576498559]",2.0,True,3.5,0.7071067811865476,1.7499313354492188,0.7398706162751106
0,,sub_118,2024-07-26 14:16:59,3,distance,cathedral,numerosity_judgement,2,55,5,countries_forward,"['_Mali_', '_Cuba_', '_Japan_', '_Britain_', '_Peru_']","['f', 'm', 'f', 'm', 'm']","['p248', 'p318', 'p245', 'p229', 'p307']","[9, 8, 3, 4, 5]","[92.00610777531934, 92.0152836843556, 89.14911522239515, 89.31368318402099, 90.34149293193902]",5.0,True,7.8,2.588435821108957,2.937385320663452,0.8764385427306776
0,,sub_118,2024-07-26 14:17:05,3,distance,cathedral,numerosity_judgement,2,56,6,countries_forward,"['_Cuba_', '_Peru_', '_Togo_', '_Syria_', '_Yemen_', '_Oman_']","['m', 'f', 'f', 'f', 'm', 'f']","['p307', 'p245', 'p284', 'p248', 'p318', 'p268']","[7, 10, 0, 2, 3, 1]","[91.73820004985969, 93.00003341222717, 84.40078082039426, 87.57049330475357, 89.14911522239515, 86.2038576498559]",5.0,False,5.833333333333333,3.8686776379877745,4.312332391738892,0.7590965838156849
0,,sub_118,2024-07-26 14:17:09,3,distance,cathedral,numerosity_judgement,2,57,3,countries_forward,"['_Syria_', '_Britain_', '_Oman_']","['f', 'm', 'm']","['p268', 'p307', 'p318']","[7, 5, 6]","[91.73820004985969, 90.34149293193902, 91.58892582949886]",3.0,True,8.0,1.0,2.7498929500579834,0.909283849733288
0,,sub_118,2024-07-26 14:17:13,3,distance,cathedral,numerosity_judgement,2,58,4,countries_forward,"['_Togo_', '_Belgium_', '_Sudan_', '_Yemen_']","['m', 'f', 'f', 'f']","['p256', 'p284', 'p268', 'p245']","[4, 1, 9, 0]","[89.31368318402099, 86.2038576498559, 92.00610777531934, 84.40078082039426]",3.0,False,5.5,4.041451884327381,2.06242036819458,0.9591419816138916
0,,sub_118,2024-07-26 14:17:16,3,distance,cathedral,numerosity_judgement,2,59,2,countries_forward,"['_Oman_', '_Yemen_']","['m', 'f']","['p307', 'p245']","[6, 10]","[91.58892582949886, 93.00003341222717]",2.0,True,10.0,2.8284271247461903,1.4999423027038574,0.5938372488934287
0,,sub_118,2024-07-26 14:17:21,3,distance,cathedral,numerosity_judgement,2,60,6,countries_forward,"['_Syria_', '_Yemen_', '_Japan_', '_Congo_', '_Sudan_', '_Belgium_']","['m', 'm', 'f', 'f', 'f', 'm']","['p307', 'p229', 'p245', 'p248', 'p284', 'p256']","[1, 6, 0, 5, 4, 2]","[86.2038576498559, 91.58892582949886, 84.40078082039426, 90.34149293193902, 89.31368318402099, 87.57049330475357]",4.0,False,5.0,2.3664319132398464,2.7498929500579834,0.9221087277267052
0,,sub_118,2024-07-26 14:17:24,3,distance,cathedral,numerosity_judgement,2,61,3,countries_forward,"['_Peru_', '_Togo_', '_Tonga_']","['f', 'm', 'm']","['p268', 'p307', 'p256']","[3, 7, 6]","[89.14911522239515, 91.73820004985969, 91.58892582949886]",4.0,False,7.333333333333333,2.0816659994661326,1.9999220371246336,0.7549880830779707
0,,sub_118,2024-07-26 14:17:28,3,distance,cathedral,numerosity_judgement,2,62,2,countries_forward,"['_Oman_', '_Britain_']","['f', 'f']","['p248', 'p268']","[1, 6]","[86.2038576498559, 91.58892582949886]",2.0,True,5.5,3.5355339059327378,1.999922752380371,0.9047781182612644
0,,sub_118,2024-07-26 14:17:32,3,distance,cathedral,numerosity_judgement,2,63,4,countries_forward,"['_Peru_', '_Yemen_', '_Mali_', '_Oman_']","['m', 'm', 'm', 'f']","['p307', 'p229', 'p318', 'p248']","[3, 0, 6, 10]","[89.14911522239515, 84.40078082039426, 91.58892582949886, 93.00003341222717]",3.0,False,6.75,4.272001872658765,2.187415361404419,0.7405629326977642
0,,sub_118,2024-07-26 14:17:36,3,distance,cathedral,numerosity_judgement,2,64,5,countries_forward,"['_Japan_', '_Syria_', '_Yemen_', '_Cuba_', '_Togo_']","['f', 'm', 'f', 'm', 'f']","['p268', 'p307', 'p248', 'p318', 'p245']","[1, 3, 0, 9, 5]","[86.2038576498559, 89.14911522239515, 84.40078082039426, 92.00610777531934, 90.34149293193902]",4.0,False,5.6,3.5777087639996634,2.124917268753052,0.8122347066167291
0,,sub_118,2024-07-26 14:17:40,3,distance,cathedral,numerosity_judgement,2,65,6,countries_forward,"['_Syria_', '_Tonga_', '_Togo_', '_Belgium_', '_Japan_', '_Peru_']","['f', 'm', 'f', 'm', 'm', 'f']","['p284', 'p307', 'p268', 'p256', 'p318', 'p248']","[6, 4, 10, 7, 0, 8]","[91.58892582949886, 89.31368318402099, 93.00003341222717, 91.73820004985969, 84.40078082039426, 92.0152836843556]",6.0,True,7.833333333333333,3.488074922742725,1.999922752380371,0.8726364771308591
0,,sub_118,2024-07-26 14:17:44,3,distance,cathedral,numerosity_judgement,2,66,3,countries_forward,"['_Congo_', '_Syria_', '_Oman_']","['m', 'm', 'f']","['p256', 'p307', 'p245']","[8, 2, 6]","[92.0152836843556, 87.57049330475357, 91.58892582949886]",3.0,True,7.333333333333333,3.0550504633038935,2.6873958110809326,0.7884689592554761
0,,sub_118,2024-07-26 14:17:48,3,distance,cathedral,numerosity_judgement,2,67,4,countries_forward,"['_Britain_', '_Togo_', '_Congo_', '_Cuba_']","['f', 'm', 'f', 'f']","['p284', 'p256', 'p245', 'p248']","[8, 3, 10, 6]","[92.0152836843556, 89.14911522239515, 93.00003341222717, 91.58892582949886]",4.0,True,8.75,2.9860788111948193,2.6248977184295654,0.902167744864374
0,,sub_118,2024-07-26 14:17:52,3,distance,cathedral,numerosity_judgement,2,68,5,countries_forward,"['_Yemen_', '_Congo_', '_Britain_', '_Syria_', '_Peru_']","['m', 'm', 'f', 'm', 'f']","['p256', 'p229', 'p268', 'p307', 'p248']","[5, 2, 9, 10, 6]","[90.34149293193902, 87.57049330475357, 92.00610777531934, 93.00003341222717, 91.58892582949886]",5.0,True,8.4,3.2093613071762426,2.1249189376831055,0.7741119055725797
0,,sub_118,2024-07-26 14:17:56,3,distance,cathedral,numerosity_judgement,2,69,2,countries_forward,"['_Tonga_', '_Mali_']","['f', 'f']","['p268', 'p245']","[3, 9]","[89.14911522239515, 92.00610777531934]",2.0,True,8.0,4.242640687119285,2.1249818801879883,0.7768130745658836
0,,sub_118,2024-07-26 14:18:02,3,distance,cathedral,numerosity_judgement,2,70,3,countries_forward,"['_Japan_', '_Oman_', '_Syria_']","['m', 'f', 'f']","['p229', 'p268', 'p284']","[2, 6, 0]","[87.57049330475357, 91.58892582949886, 84.40078082039426]",3.0,True,4.666666666666667,3.0550504633038935,3.9373464584350586,0.9364657814096016
0,,sub_118,2024-07-26 14:18:06,3,distance,cathedral,numerosity_judgement,2,71,5,countries_forward,"['_Britain_', '_Oman_', '_Peru_', '_Japan_', '_Congo_']","['m', 'm', 'm', 'm', 'f']","['p307', 'p229', 'p318', 'p256', 'p268']","[6, 9, 10, 3, 5]","[91.58892582949886, 92.00610777531934, 93.00003341222717, 89.14911522239515, 90.34149293193902]",5.0,True,8.6,2.8809720581775866,2.124917507171631,0.7337532629667461
0,,sub_118,2024-07-26 14:18:10,3,distance,cathedral,numerosity_judgement,2,72,4,countries_forward,"['_Japan_', '_Togo_', '_Yemen_', '_Oman_']","['f', 'm', 'm', 'f']","['p268', 'p229', 'p256', 'p245']","[1, 10, 7, 3]","[86.2038576498559, 93.00003341222717, 91.73820004985969, 89.14911522239515]",3.0,False,7.25,4.031128874149275,2.2499120235443115,0.7512881625241176
0,,sub_118,2024-07-26 14:18:13,3,distance,cathedral,numerosity_judgement,2,73,2,countries_forward,"['_Peru_', '_Sudan_']","['f', 'f']","['p284', 'p268']","[9, 10]","[92.00610777531934, 93.00003341222717]",2.0,True,11.5,0.7071067811865476,1.687434196472168,0.9393939393939394
0,,sub_118,2024-07-26 14:18:17,3,distance,cathedral,numerosity_judgement,2,74,6,countries_forward,"['_Yemen_', '_Japan_', '_Oman_', '_Britain_', '_Congo_', '_Mali_']","['f', 'f', 'm', 'f', 'm', 'm']","['p245', 'p268', 'p307', 'p284', 'p229', 'p318']","[4, 6, 0, 7, 3, 5]","[89.31368318402099, 91.58892582949886, 84.40078082039426, 91.73820004985969, 89.14911522239515, 90.34149293193902]",4.0,False,6.166666666666667,2.48327740429189,2.124917268753052,0.9472137101350584
0,,sub_118,2024-07-26 14:19:06,3,distance,cathedral,numerosity_judgement,3,0,2,countries_reversed,"['_Syria_reversed', '_Peru_reversed']","['f', 'f']","['p268', 'p245']","[6, 4]","[91.58892582949886, 89.31368318402099]",2.0,True,7.0,1.4142135623730951,4.562301397323608,0.8697196685960731
0,,sub_118,2024-07-26 14:19:10,3,distance,cathedral,numerosity_judgement,3,1,4,countries_reversed,"['_Cuba_reversed', '_Oman_reversed', '_Sudan_reversed', '_Congo_reversed']","['m', 'm', 'f', 'm']","['p318', 'p229', 'p284', 'p307']","[4, 5, 8, 9]","[89.31368318402099, 90.34149293193902, 92.0152836843556, 92.00610777531934]",4.0,True,8.5,2.3804761428476167,2.99988317489624,0.7947452048575644
0,,sub_118,2024-07-26 14:19:14,3,distance,cathedral,numerosity_judgement,3,2,5,countries_reversed,"['_Cuba_reversed', '_Oman_reversed', '_Syria_reversed', '_Yemen_reversed', '_Sudan_reversed']","['m', 'm', 'f', 'm', 'f']","['p256', 'p307', 'p248', 'p229', 'p268']","[10, 1, 4, 5, 6]","[93.00003341222717, 86.2038576498559, 89.31368318402099, 90.34149293193902, 91.58892582949886]",5.0,True,7.2,3.271085446759225,2.062419176101685,0.7765860855748496
0,,sub_118,2024-07-26 14:19:17,3,distance,cathedral,numerosity_judgement,3,3,6,countries_reversed,"['_Togo_reversed', '_Congo_reversed', '_Yemen_reversed', '_Japan_reversed', '_Cuba_reversed', '_Mali_reversed']","['m', 'm', 'm', 'm', 'f', 'f']","['p307', 'p229', 'p318', 'p256', 'p245', 'p284']","[7, 9, 10, 2, 0, 5]","[91.73820004985969, 92.00610777531934, 93.00003341222717, 87.57049330475357, 84.40078082039426, 90.34149293193902]",6.0,True,7.5,3.9370039370059056,2.1874148845672607,0.8010441493587561
0,,sub_118,2024-07-26 14:19:20,3,distance,cathedral,numerosity_judgement,3,4,3,countries_reversed,"['_Togo_reversed', '_Cuba_reversed', '_Mali_reversed']","['m', 'f', 'f']","['p229', 'p268', 'p245']","[6, 0, 10]","[91.58892582949886, 84.40078082039426, 93.00003341222717]",3.0,True,7.333333333333333,5.033222956847167,1.7499310970306396,0.8344796277380547
